459,Manolas,Manolas Konstantinos,D,Dc,13,13,13,13,Napoli,0,0,destro,Grecia,14/06/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/MANOLAS.jpg,0,6.5,6.5
460,Romagnoli,Romagnoli Alessio,D,Dc,13,13,13,13,Milan,0,0,sinistro,Italia,12/01/1995 00:00:00,https://content.fantacalcio.it/web/campioncini/card/ROMAGNOLI.jpg,0,0.0,0.0
464,Florenzi,Florenzi Alessandro,D,Dd;E,8,8,8,8,Roma,0,0,destro,Italia,11/03/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/FLORENZI.jpg,1,0.0,0.0
467,Nainggolan,Nainggolan Radja,C,C;T,22,22,22,22,Inter,0,0,destro,Belgio;Indonesia,04/05/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/NAINGGOLAN.jpg,0,6.0,6.0
472,Destro,Destro Mattia,A,Pc,9,10,9,10,Genoa,0,0,destro,Italia,20/03/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/DESTRO.jpg,0,6.0,7.25
474,Gervinho,Gervinho,A,A,14,14,14,14,Parma,0,0,destro,Costa d'Avorio,27/05/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/GERVINHO.jpg,0,0.0,0.0
475,Iago Falque,Iago Falque,A,A,14,14,14,14,Torino,0,0,sinistro,Spagna,04/01/1990 00:00:00,https://content.fantacalcio.it/web/campioncini/card/IAGO-FALQUE.jpg,0,0.0,0.0
487,De Silvestri,De Silvestri Lorenzo,D,Dd;E,8,8,8,8,Bologna,0,0,destro,Italia,23/05/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/DE-SILVESTRI.jpg,0,5.5,5.5
490,Regini,Regini Vasco,D,Ds;Dc;E,1,1,1,1,Sampdoria,0,0,sinistro,Italia,09/09/1990 00:00:00,https://content.fantacalcio.it/web/campioncini/card/REGINI.jpg,0,0.0,0.0
495,Correa,Correa Joaquin,A,A,23,23,23,23,Lazio,0,0,destro,Argentina;Italia,13/08/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card/CORREA.jpg,0,5.5,5.5
505,Bonazzoli,Bonazzoli Federico,A,Pc,13,13,13,13,Sampdoria,0,0,sinistro,Italia,21/05/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/card/BONAZZOLI.jpg,0,6.0,6.5
507,Muriel,Muriel Luis,A,Pc,27,27,26,26,Atalanta,0,0,destro,Colombia,16/04/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/MURIEL.jpg,0,7.5,11.5
509,Consigli,Consigli Andrea,P,Por,10,10,10,10,Sassuolo,0,0,destro,Italia,27/01/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/CONSIGLI.jpg,0,6.25,5.25
